Timestamp,pct_full,slope_per_min,slope_mean_s,pump_on,state
2025-10-20 16:30:00,99.3,,,0,IDLE
2025-10-20 16:33:00,99.4,0.0333333333333361,0.0333333333333361,0,IDLE
2025-10-20 16:36:00,99.4,0.0,0.016666666666668,0,IDLE
2025-10-20 16:39:00,99.75,0.1166666666666647,0.0500000000000003,0,IDLE
2025-10-20 16:42:00,99.35,-0.1333333333333352,-0.0055555555555568,0,IDLE
2025-10-20 16:45:00,99.3,-0.0166666666666657,-0.011111111111112,0,IDLE
2025-10-20 16:48:00,99.6,0.099999999999999,-0.0166666666666672,0,IDLE
2025-10-20 16:51:00,99.0,-0.1999999999999981,-0.0388888888888882,0,IRRIGATE
2025-10-20 16:54:00,99.3,0.099999999999999,0.0,0,IRRIGATE
2025-10-20 16:57:00,99.3,0.0,-0.033333333333333,0,EVAP
2025-10-20 17:00:00,99.15,-0.0499999999999971,0.0166666666666672,0,EVAP
2025-10-20 17:03:00,99.1,-0.0166666666666704,-0.0222222222222225,0,EVAP
2025-10-20 17:06:00,99.2,0.0333333333333361,-0.0111111111111104,0,EVAP
2025-10-20 17:09:00,99.15,-0.0166666666666657,0.0,0,EVAP
2025-10-20 17:12:00,98.9,-0.0833333333333333,-0.0222222222222209,0,EVAP
2025-10-20 17:15:00,99.0,0.0333333333333314,-0.0222222222222225,0,EVAP
2025-10-20 17:18:00,99.0,0.0,-0.0166666666666672,0,EVAP
2025-10-20 17:21:00,98.8,-0.0666666666666676,-0.011111111111112,0,EVAP
2025-10-20 17:24:00,99.1,0.099999999999999,0.0111111111111104,0,EVAP
2025-10-20 17:27:00,99.1,0.0,0.0111111111111104,0,EVAP
2025-10-20 17:30:00,99.0,-0.0333333333333314,0.0222222222222225,0,EVAP
2025-10-20 17:33:00,99.0,0.0,-0.0111111111111104,0,IDLE
2025-10-20 17:36:00,98.95,-0.0166666666666657,-0.0166666666666657,0,EVAP
2025-10-20 17:39:00,98.7,-0.0833333333333333,-0.033333333333333,0,EVAP
2025-10-20 17:42:00,99.05,0.1166666666666647,0.0055555555555552,0,IDLE
2025-10-20 17:45:00,99.05,0.0,0.0111111111111104,0,IDLE
2025-10-20 17:48:00,99.05,0.0,0.0388888888888882,0,IDLE
2025-10-20 17:51:00,99.05,0.0,0.0,0,IDLE
2025-10-20 17:54:00,98.9,-0.0499999999999971,-0.0166666666666657,0,EVAP
2025-10-20 17:57:00,99.05,0.0499999999999971,0.0,0,IDLE
2025-10-20 18:00:00,99.1,0.0166666666666657,0.0055555555555552,0,IDLE
2025-10-20 18:03:00,98.7,-0.1333333333333305,-0.0222222222222225,0,IRRIGATE
2025-10-20 18:06:00,98.55,-0.0500000000000019,-0.0555555555555555,0,IRRIGATE
2025-10-20 18:09:00,98.6,0.0166666666666657,-0.0555555555555555,0,IRRIGATE
2025-10-20 18:12:00,98.95,0.1166666666666695,0.0277777777777777,0,IRRIGATE
2025-10-20 18:15:00,98.9,-0.0166666666666657,0.0388888888888898,0,EVAP
2025-10-20 18:18:00,98.8,-0.0333333333333361,0.0222222222222225,0,EVAP
2025-10-20 18:21:00,98.9,0.0333333333333361,-0.0055555555555552,0,EVAP
2025-10-20 18:24:00,98.9,0.0,0.0,0,IDLE
2025-10-20 18:27:00,99.0,0.0333333333333314,0.0222222222222225,0,IDLE
2025-10-20 18:30:00,98.9,-0.0333333333333314,0.0,0,EVAP
2025-10-20 18:33:00,98.95,0.0166666666666657,0.0055555555555552,0,IDLE
2025-10-20 18:36:00,99.0,0.0166666666666657,0.0,0,IDLE
2025-10-20 18:39:00,98.65,-0.1166666666666647,-0.0277777777777777,0,IDLE
2025-10-20 18:42:00,98.8,0.0499999999999971,-0.0166666666666672,0,EVAP
2025-10-20 18:45:00,98.5,-0.099999999999999,-0.0555555555555555,0,EVAP
2025-10-20 18:48:00,98.9,0.1333333333333352,0.0277777777777777,0,IDLE
2025-10-20 18:51:00,98.8,-0.0333333333333361,-2.312964634635743e-18,0,EVAP
2025-10-20 18:54:00,98.9,0.0333333333333361,0.044444444444445,0,IDLE
2025-10-20 18:57:00,98.75,-0.0500000000000019,-0.0166666666666672,0,IRRIGATE
2025-10-20 19:00:00,99.0,0.0833333333333333,0.0222222222222225,0,IRRIGATE
2025-10-20 19:03:00,98.75,-0.0833333333333333,-0.0166666666666672,0,IRRIGATE
2025-10-20 19:06:00,99.0,0.0833333333333333,0.0277777777777777,0,IRRIGATE
2025-10-20 19:09:00,98.6,-0.1333333333333352,-0.044444444444445,0,IRRIGATE
2025-10-20 19:12:00,98.5,-0.0333333333333314,-0.0277777777777777,0,IRRIGATE
2025-10-20 19:15:00,98.4,-0.0333333333333314,-0.066666666666666,0,IRRIGATE
