freq_cpd,amp_raw,amp_clean
0.0,5.6067851381306495,4.480950392740337
0.0146484375,11.815146690266005,9.350586708649246
0.029296875,11.371844876355121,8.847739968444493
0.0439453125,7.801799854611645,6.103973238588081
0.05859375,3.6616288352267525,3.51644810290154
0.07324218749999999,2.449056843730882,3.1025728756296647
0.087890625,1.5099901225129402,2.5734233999761824
0.10253906249999997,1.1025257217285398,2.0627194955993504
0.1171875,2.2774294363458862,1.8359328860624238
0.1318359375,2.082554542076898,1.2296568472928961
0.14648437499999997,1.2694517056762538,0.9450972897126056
0.1611328125,0.7659844196869977,0.7988613172601999
0.17578125,0.9096757753352012,0.7443909593642226
0.1904296875,0.706178292420866,0.6560452078376566
0.20507812499999994,0.4828787243067182,0.7242530967520027
0.2197265625,0.8433431039062733,0.8046827172346569
0.234375,0.938221888609174,0.6822136019140337
0.24902343749999994,0.62059644000518,0.678112073391533
0.263671875,0.4658113228107709,0.7706614924411793
0.2783203125,0.7945413249628017,0.5722025414580816
0.29296874999999994,0.7234484098980573,0.3199627539201348
0.3076171875,0.33621777168593164,0.35592261639747885
0.322265625,0.2973534677643247,0.18650780757760632
0.33691406249999994,0.4472389886838196,0.08015269098110209
0.3515625,0.472425968125071,0.2202788018464932
0.36621093749999994,0.4641696802330599,0.2564649381266916
0.380859375,0.42951991824932023,0.13984712786620093
0.3955078125,0.4878913380896598,0.4084041656859164
0.4101562499999999,0.5776685094963895,0.5912529255515355
0.4248046875,0.49122414922768187,0.43778198235776944
0.439453125,0.3456339375008548,0.452052479635747
0.4541015624999999,0.32854704297138027,0.6410671155802274
0.46875,0.35301653701855557,0.5395014719673933
0.4833984375,0.3951395604279468,0.3425324380858771
0.4980468749999999,0.42275503685498095,0.4431038174076576
0.5126953125,0.4290735585630491,0.4566770260667936
0.52734375,0.3988296089687493,0.2494432263426126
0.5419921874999999,0.3017285392799863,0.21523308529349391
0.556640625,0.2448707816642037,0.3227016098805875
0.5712890625,0.270773557217285,0.18504380496321737
0.5859374999999999,0.3075375018661698,0.23826594745748328
0.6005859375,0.28840071126511635,0.3923811372598815
0.615234375,0.20828796681772113,0.29916015720926153
0.6298828124999999,0.2632027346913838,0.2941198134522463
0.64453125,0.3221946085847223,0.39602529352678867
0.6591796875,0.31546885179763634,0.33085474204416065
0.6738281249999999,0.29351343486895154,0.2286567871266281
0.6884765625,0.2447546217268348,0.25670873920741843
0.703125,0.20535055150924406,0.28115766117312146
0.7177734374999999,0.2374885351104303,0.21486042555512308
0.7324218749999999,0.23601200811399822,0.15562134526903687
0.7470703125,0.11993928586723242,0.16480960436862058
0.76171875,0.06322209281494173,0.10973163686407156
0.7763671874999998,0.21622352295500838,0.08903164165967854
0.791015625,0.28197838037545336,0.13490154658644604
0.8056640625,0.2581682478320837,0.1427162428418205
0.8203124999999998,0.1760907268451067,0.1701404323044637
0.8349609375,0.12101720657355781,0.20380698705575634
0.849609375,0.11471875635894918,0.20972861394476003
0.8642578124999998,0.09621383646154967,0.2281997891243396
0.87890625,0.1346134083647248,0.19686375627323585
0.8935546875,0.21967721744473573,0.1336885451463902
0.9082031249999998,0.2339838588413066,0.13574250909541066
0.9228515625,0.18198512994481467,0.04398186432736031
0.9375,0.18258855868071536,0.0838674018324585
0.9521484374999998,0.3277437789940138,0.028547013295865873
0.966796875,0.48742012068879403,0.13406682733814385
0.9814453125,0.36529579386902594,0.07961784209903025
0.9960937499999998,0.38826493710577986,0.14300246674684794
1.0107421875,0.4930636242164416,0.20017626559716734
1.025390625,0.24199101925504782,0.18530701982163844
1.0400390624999998,0.0968661861442132,0.3197876050960031
1.0546875,0.26315220998649697,0.27669766106436805
1.0693359375,0.40385711854038264,0.25142397479496115
1.0839843749999998,0.47545170365999934,0.3221216043244199
1.0986328125,0.33347003639994627,0.2725059860620889
1.11328125,0.1415440256811631,0.24018401468181869
1.1279296874999998,0.2691323819039305,0.2643357160932813
